code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,total_assessments_submitted,average_score,total_weighted_score,total_clicks,unique_days_active
BBB,2014B,623548,F,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-100.0,-29.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,623603,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-35.0,,234,6.0,65.83333333333333,41.21,146.0,16.0
BBB,2014B,623622,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-79.0,,234,8.0,80.625,45.8,198.0,17.0
BBB,2014B,623651,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-88.0,-26.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,623654,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-100.0,,234,11.0,94.18181818181819,93.05,613.0,45.0
BBB,2014B,623660,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,-85.0,,234,11.0,70.81818181818181,61.43,1437.0,78.0
BBB,2014B,623821,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-61.0,,234,3.0,72.33333333333333,4.45,405.0,19.0
BBB,2014B,623845,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-58.0,,234,11.0,64.45454545454545,51.019999999999996,555.0,54.0
BBB,2014B,623857,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-50.0,,234,11.0,78.45454545454545,72.09,863.0,78.0
BBB,2014B,623882,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-92.0,,234,10.0,79.5,61.5,232.0,17.0
BBB,2014B,623911,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-32.0,,234,4.0,51.25,15.5,74.0,16.0
BBB,2014B,623914,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-96.0,-79.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,623935,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-87.0,,234,10.0,70.8,69.28999999999999,345.0,65.0
BBB,2014B,624011,F,South West Region,HE Qualification,10-20,0-35,0,120,N,Pass,-50.0,,234,11.0,80.27272727272727,72.17999999999999,540.0,70.0
BBB,2014B,624046,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-96.0,,234,9.0,71.11111111111111,68.31,388.0,30.0
BBB,2014B,624069,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-94.0,,234,11.0,90.0,85.16,146.0,22.0
BBB,2014B,624196,F,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-68.0,,234,10.0,86.7,63.15,1315.0,112.0
BBB,2014B,624202,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-81.0,-36.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624298,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-95.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624306,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-95.0,,234,8.0,83.25,63.57,262.0,28.0
BBB,2014B,624341,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,-35.0,-3.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624350,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-95.0,49.0,234,1.0,52.0,2.6,41.0,2.0
BBB,2014B,624406,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,-36.0,,234,11.0,95.27272727272727,92.46,9041.0,225.0
BBB,2014B,624411,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-87.0,-53.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624415,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-82.0,,234,10.0,71.1,58.33,161.0,20.0
BBB,2014B,624427,F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn,-69.0,-3.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624514,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-86.0,191.0,234,8.0,68.375,36.91,269.0,24.0
BBB,2014B,624518,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-82.0,-7.0,234,0.0,0.0,0.0,54.0,4.0
BBB,2014B,624544,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,-89.0,11.0,234,1.0,63.0,3.15,68.0,4.0
BBB,2014B,624549,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-86.0,-23.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624567,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-64.0,,234,2.0,76.5,16.75,4.0,2.0
BBB,2014B,624572,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn,-64.0,-15.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624592,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,-81.0,,234,11.0,68.36363636363636,71.47,315.0,28.0
BBB,2014B,624598,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Fail,-82.0,,234,3.0,74.0,15.030000000000001,68.0,5.0
BBB,2014B,624604,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-82.0,,234,3.0,67.33333333333333,14.31,19.0,2.0
BBB,2014B,624653,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-71.0,,234,9.0,86.88888888888889,63.92,430.0,34.0
BBB,2014B,624661,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-51.0,,234,11.0,82.81818181818181,74.73,327.0,30.0
BBB,2014B,624663,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-93.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624673,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-79.0,96.0,234,4.0,80.25,17.93,128.0,21.0
BBB,2014B,624674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-80.0,,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624677,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-94.0,,234,1.0,43.0,2.15,14.0,6.0
BBB,2014B,624704,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-52.0,,234,5.0,71.0,45.120000000000005,25.0,4.0
BBB,2014B,624722,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-79.0,,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624734,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-94.0,169.0,234,7.0,85.14285714285714,52.68,103.0,12.0
BBB,2014B,624738,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-64.0,,234,11.0,79.63636363636364,68.3,738.0,59.0
BBB,2014B,624743,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-86.0,-7.0,234,0.0,0.0,0.0,29.0,2.0
BBB,2014B,624799,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail,-93.0,,234,5.0,78.2,27.02,171.0,13.0
BBB,2014B,624847,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-71.0,,234,11.0,74.18181818181819,77.23,423.0,33.0
BBB,2014B,624879,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,-89.0,123.0,234,3.0,82.66666666666667,16.59,23.0,2.0
BBB,2014B,624950,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-88.0,-25.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,624972,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-79.0,,234,11.0,72.27272727272727,60.629999999999995,186.0,19.0
BBB,2014B,624997,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-73.0,,234,6.0,80.0,45.92,173.0,31.0
BBB,2014B,625021,F,South Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-92.0,,234,11.0,85.45454545454545,78.5,1019.0,69.0
BBB,2014B,625024,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-92.0,,234,11.0,88.36363636363636,78.26,438.0,47.0
BBB,2014B,625027,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-89.0,,234,0.0,0.0,0.0,8.0,1.0
BBB,2014B,625071,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-31.0,,234,10.0,81.2,59.38,433.0,49.0
BBB,2014B,625087,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-50.0,,234,6.0,72.16666666666667,28.04,657.0,47.0
BBB,2014B,625094,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-57.0,,234,10.0,87.4,70.02,368.0,53.0
BBB,2014B,625124,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-29.0,,234,11.0,70.45454545454545,68.16,973.0,63.0
BBB,2014B,625167,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-29.0,,234,9.0,60.333333333333336,37.88,341.0,28.0
BBB,2014B,625173,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-89.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625180,F,South Region,HE Qualification,50-60%,0-35,0,60,N,Fail,-31.0,,234,6.0,49.333333333333336,44.83,2.0,1.0
BBB,2014B,625185,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-71.0,,234,10.0,91.5,91.41,661.0,62.0
BBB,2014B,625202,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-89.0,-67.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625214,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-89.0,34.0,234,2.0,68.5,14.780000000000001,95.0,13.0
BBB,2014B,625249,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-82.0,,234,10.0,66.5,53.58,446.0,64.0
BBB,2014B,625251,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-89.0,,234,10.0,82.2,66.28999999999999,906.0,43.0
BBB,2014B,625295,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-52.0,,234,4.0,75.75,27.919999999999998,17.0,2.0
BBB,2014B,625301,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail,-57.0,,234,2.0,50.0,10.85,5.0,2.0
BBB,2014B,625307,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-87.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625383,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-72.0,,234,10.0,78.88888888888889,46.65,538.0,41.0
BBB,2014B,625390,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-52.0,,234,11.0,79.72727272727273,73.05,363.0,26.0
BBB,2014B,625444,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-73.0,,234,11.0,88.0,79.62,407.0,45.0
BBB,2014B,625465,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-29.0,-19.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625477,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-67.0,,234,10.0,86.8,70.65,681.0,51.0
BBB,2014B,625478,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-88.0,,234,0.0,0.0,0.0,18.0,4.0
BBB,2014B,625493,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,-88.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625511,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-85.0,-22.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625514,M,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Pass,-89.0,,234,11.0,76.27272727272727,62.53,446.0,24.0
BBB,2014B,625578,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-78.0,73.0,234,2.0,82.5,4.25,136.0,11.0
BBB,2014B,625581,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-87.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625619,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-88.0,0.0,234,0.0,0.0,0.0,21.0,4.0
BBB,2014B,625713,F,South East Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,-43.0,,234,10.0,63.1,46.42,204.0,34.0
BBB,2014B,625724,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-73.0,,234,10.0,83.4,65.83,2102.0,193.0
BBB,2014B,625751,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-50.0,-10.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625768,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-81.0,,234,7.0,66.85714285714286,43.11,75.0,5.0
BBB,2014B,625816,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-66.0,,234,11.0,72.9090909090909,58.23,2947.0,109.0
BBB,2014B,625833,F,East Anglian Region,No Formal quals,40-50%,0-35,0,60,N,Distinction,-52.0,,234,11.0,87.63636363636364,81.91,724.0,59.0
BBB,2014B,625834,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-87.0,-7.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,625853,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-72.0,,234,1.0,63.0,3.15,29.0,4.0
BBB,2014B,625857,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-82.0,145.0,234,6.0,84.83333333333333,34.14,812.0,58.0
BBB,2014B,625879,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-87.0,,234,3.0,72.33333333333333,15.56,125.0,9.0
BBB,2014B,625919,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-29.0,,234,11.0,88.45454545454545,85.22,990.0,81.0
BBB,2014B,626046,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Distinction,-52.0,,234,11.0,82.72727272727273,79.64,3402.0,120.0
BBB,2014B,626123,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,-50.0,,234,10.0,87.2,65.35,849.0,52.0
BBB,2014B,626126,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-86.0,,234,10.0,85.3,62.58,769.0,65.0
BBB,2014B,626138,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-81.0,,234,11.0,90.45454545454545,84.48,4151.0,202.0
BBB,2014B,626164,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-54.0,,234,11.0,80.63636363636364,75.76,533.0,30.0
BBB,2014B,626245,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-85.0,,234,10.0,80.6,74.52,154.0,21.0
BBB,2014B,626254,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-80.0,,234,11.0,70.45454545454545,62.660000000000004,267.0,34.0
BBB,2014B,626297,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,-64.0,,234,8.0,71.875,51.63,362.0,47.0
BBB,2014B,626330,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-74.0,-23.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626352,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-81.0,,234,11.0,69.0909090909091,67.54,202.0,15.0
BBB,2014B,626365,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-57.0,,234,11.0,83.27272727272727,74.17999999999999,586.0,29.0
BBB,2014B,626386,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,-82.0,152.0,234,6.0,93.0,38.0,876.0,69.0
BBB,2014B,626428,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-31.0,,234,3.0,71.0,14.319999999999999,182.0,13.0
BBB,2014B,626442,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-82.0,,234,3.0,42.0,16.18,6.0,3.0
BBB,2014B,626460,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-78.0,-19.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626485,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-82.0,-33.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626491,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-82.0,,234,11.0,88.54545454545455,86.33,329.0,60.0
BBB,2014B,626549,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-82.0,-29.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626555,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-81.0,,234,8.0,87.5,68.13,2212.0,103.0
BBB,2014B,626597,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-22.0,-18.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626604,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-29.0,,234,11.0,82.36363636363636,83.62,1057.0,74.0
BBB,2014B,626642,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-73.0,,234,11.0,80.63636363636364,81.78,336.0,37.0
BBB,2014B,626746,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-80.0,-25.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626750,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-81.0,,234,3.0,76.66666666666667,15.95,132.0,11.0
BBB,2014B,626773,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-50.0,-10.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626806,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,-78.0,-47.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626840,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-60.0,-19.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626841,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-81.0,,234,11.0,91.63636363636364,90.48,2942.0,136.0
BBB,2014B,626843,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-81.0,,234,7.0,73.28571428571429,46.88,228.0,30.0
BBB,2014B,626872,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,-81.0,5.0,234,0.0,0.0,0.0,61.0,2.0
BBB,2014B,626876,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-80.0,-22.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,626897,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-24.0,,234,0.0,0.0,0.0,40.0,2.0
BBB,2014B,626917,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-64.0,,234,8.0,49.375,16.61,483.0,41.0
BBB,2014B,626928,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-80.0,,234,11.0,61.36363636363637,48.839999999999996,246.0,11.0
BBB,2014B,626951,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-54.0,,234,10.0,80.4,61.21,578.0,43.0
BBB,2014B,626966,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-61.0,,234,11.0,82.54545454545455,75.88,552.0,50.0
BBB,2014B,627000,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-27.0,,234,11.0,59.72727272727273,57.64,193.0,17.0
BBB,2014B,627027,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-75.0,,234,7.0,86.42857142857143,48.8,798.0,70.0
BBB,2014B,627094,F,North Western Region,No Formal quals,0-10%,35-55,0,60,N,Fail,-75.0,,234,0.0,0.0,0.0,51.0,2.0
BBB,2014B,627115,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Distinction,-52.0,,234,11.0,78.0909090909091,66.15,436.0,41.0
BBB,2014B,627118,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-52.0,,234,10.0,84.8,62.74,769.0,61.0
BBB,2014B,627179,M,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-64.0,,234,9.0,72.22222222222223,46.7,258.0,52.0
BBB,2014B,627185,F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-78.0,,234,11.0,81.63636363636364,77.09,1073.0,47.0
BBB,2014B,627190,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-43.0,,234,11.0,87.63636363636364,81.65,2873.0,124.0
BBB,2014B,627228,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-79.0,-17.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627244,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-79.0,,234,8.0,88.5,52.44,819.0,66.0
BBB,2014B,627245,F,South East Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,-60.0,-33.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627252,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-52.0,-19.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627256,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-52.0,-30.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627270,F,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-32.0,,234,10.0,94.4,73.22,1454.0,70.0
BBB,2014B,627277,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,160,N,Withdrawn,-47.0,2.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627285,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-35.0,,234,9.0,83.22222222222223,74.72,352.0,32.0
BBB,2014B,627316,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,-61.0,39.0,234,0.0,0.0,0.0,15.0,1.0
BBB,2014B,627321,F,London Region,HE Qualification,20-30%,35-55,0,60,N,Fail,-68.0,,234,1.0,60.0,3.0,3.0,2.0
BBB,2014B,627380,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-74.0,,234,11.0,83.0,81.89,1649.0,80.0
BBB,2014B,627388,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-78.0,,234,11.0,80.45454545454545,81.29,354.0,33.0
BBB,2014B,627403,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail,-71.0,,234,11.0,87.72727272727273,79.21,2146.0,101.0
BBB,2014B,627427,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-24.0,125.0,234,5.0,31.4,14.03,175.0,16.0
BBB,2014B,627509,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-36.0,,234,11.0,82.9090909090909,72.01,468.0,38.0
BBB,2014B,627528,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-50.0,,234,0.0,0.0,0.0,6.0,1.0
BBB,2014B,627549,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-29.0,,234,11.0,89.81818181818181,85.19,1277.0,103.0
BBB,2014B,627550,F,London Region,No Formal quals,0-10%,0-35,0,60,N,Pass,-73.0,,234,10.0,70.5,52.4,569.0,97.0
BBB,2014B,627613,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-32.0,,234,2.0,82.5,4.25,169.0,15.0
BBB,2014B,627647,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-52.0,,234,11.0,89.72727272727273,85.66,2155.0,136.0
BBB,2014B,627659,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-31.0,,234,7.0,58.42857142857143,52.74,79.0,9.0
BBB,2014B,627670,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-75.0,-57.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627680,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn,-64.0,100.0,234,3.0,64.66666666666667,12.72,90.0,6.0
BBB,2014B,627685,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-29.0,,234,9.0,79.55555555555556,37.66,266.0,14.0
BBB,2014B,627748,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-75.0,-16.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,627777,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-24.0,,234,11.0,68.45454545454545,57.64,603.0,75.0
BBB,2014B,627948,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-52.0,,234,11.0,58.54545454545455,56.470000000000006,276.0,22.0
BBB,2014B,628006,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-32.0,,234,11.0,84.0,76.01,4234.0,142.0
BBB,2014B,628119,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-22.0,,234,10.0,84.3,64.05,1179.0,62.0
BBB,2014B,628142,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-47.0,-24.0,234,0.0,0.0,0.0,0.0,0.0
BBB,2014B,628176,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-71.0,,234,11.0,67.63636363636364,57.06,863.0,68.0
BBB,2014B,628178,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,-71.0,,234,11.0,87.9090909090909,81.8,2629.0,130.0
BBB,2014B,628180,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-71.0,,234,11.0,81.0,72.3,1468.0,85.0
BBB,2014B,628181,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-51.0,,234,11.0,76.81818181818181,72.12,2282.0,129.0
BBB,2014B,628183,F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-71.0,,234,5.0,75.6,24.810000000000002,211.0,13.0
BBB,2014B,628190,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-71.0,,234,11.0,86.81818181818181,79.38,371.0,32.0
BBB,2014B,628287,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-71.0,,234,11.0,77.72727272727273,75.87,1721.0,117.0
