code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,total_assessments_submitted,average_score,total_weighted_score,total_clicks,unique_days_active
bbb,2013b,443108,f,east midlands region,a level or equivalent,20-30%,0-35,0,60,n,withdrawn,-85,187,240,6,78.0,27.15,420,31
bbb,2013b,443288,f,scotland,he qualification,30-40%,0-35,0,60,n,distinction,-15,240,240,11,88.18181818181819,82.21000000000001,5327,169
bbb,2013b,443452,m,south east region,lower than a level,0-10%,35-55,1,180,n,fail,-65,240,240,0,0.0,0.0,0,0
bbb,2013b,444117,f,north western region,a level or equivalent,60-70%,0-35,0,90,n,distinction,-65,240,240,11,92.9090909090909,88.95,325,26
bbb,2013b,444408,f,east anglian region,no formal quals,20-30%,0-35,1,60,y,fail,-72,240,240,5,88.6,34.82,457,28
bbb,2013b,444784,f,wales,a level or equivalent,30-40%,0-35,0,120,n,fail,-9,240,240,1,70.0,3.5,281,24
bbb,2013b,444926,f,east midlands region,lower than a level,20-30%,0-35,1,180,y,pass,-50,240,240,10,68.8,58.76,348,38
bbb,2013b,445065,f,london region,lower than a level,50-60%,35-55,0,60,n,distinction,-127,240,240,11,88.0,89.82000000000001,8925,223
bbb,2013b,445125,f,west midlands region,a level or equivalent,30-40%,0-35,0,60,n,fail,-46,240,240,11,66.54545454545455,61.07,381,23
bbb,2013b,445889,f,london region,a level or equivalent,50-60%,35-55,1,60,n,pass,-51,240,240,11,72.54545454545455,58.29,729,51
bbb,2013b,446045,f,south region,lower than a level,20-30%,35-55,0,60,n,pass,-30,240,240,11,72.36363636363636,70.23,318,28
bbb,2013b,446145,m,scotland,a level or equivalent,20-30%,0-35,0,60,n,fail,-61,240,240,0,0.0,0.0,0,0
bbb,2013b,446247,f,scotland,he qualification,40-50%,0-35,1,60,n,withdrawn,-67,47,240,1,83.0,4.15,105,6
bbb,2013b,446357,f,west midlands region,lower than a level,0-10%,0-35,0,60,n,withdrawn,-44,159,240,1,53.0,2.65,57,4
bbb,2013b,446856,f,ireland,lower than a level,70-80%,35-55,0,150,n,fail,-90,240,240,10,77.2,57.68,792,55
bbb,2013b,447007,f,scotland,lower than a level,20-30%,0-35,0,150,n,withdrawn,-16,187,240,0,0.0,0.0,80,12
bbb,2013b,447759,f,south region,he qualification,90-100%,35-55,1,60,y,pass,-71,240,240,11,92.27272727272728,90.05,3599,144
bbb,2013b,447782,m,london region,he qualification,50-60%,35-55,0,60,n,distinction,-28,240,240,11,83.9090909090909,76.2,987,84
bbb,2013b,447790,f,north western region,lower than a level,0-10%,0-35,1,60,n,withdrawn,-36,216,240,1,100.0,1.0,204,14
bbb,2013b,465599,f,scotland,a level or equivalent,30-40%,35-55,1,60,n,pass,-21,240,240,9,83.66666666666667,62.49,587,57
bbb,2013b,465730,f,wales,a level or equivalent,30-40%,0-35,1,120,n,withdrawn,-25,226,240,4,87.5,18.86,121,11
bbb,2013b,466037,f,west midlands region,lower than a level,0-10%,0-35,1,120,n,fail,-182,240,240,5,88.6,33.39,194,17
bbb,2013b,466800,f,scotland,lower than a level,60-70%,0-35,1,60,n,withdrawn,-15,159,240,5,67.2,27.71,208,21
bbb,2013b,466810,f,east midlands region,a level or equivalent,60-70%,0-35,0,60,y,pass,-106,240,240,11,85.36363636363636,74.01,1212,108
bbb,2013b,466959,m,north western region,a level or equivalent,50-60%,0-35,0,60,n,fail,-50,240,240,6,64.33333333333333,37.23,95,9
bbb,2013b,466973,f,south east region,lower than a level,40-50%,0-35,1,60,n,fail,-28,240,240,3,91.66666666666669,5.75,287,28
bbb,2013b,467035,f,south west region,he qualification,20-30%,0-35,1,135,n,pass,-115,240,240,10,88.5,63.9,569,67
bbb,2013b,467292,f,yorkshire region,a level or equivalent,60-70%,0-35,0,60,n,pass,-59,240,240,10,86.7,64.97,789,36
bbb,2013b,467756,f,yorkshire region,a level or equivalent,60-70%,0-35,2,180,n,fail,-58,240,240,2,73.5,4.15,199,10
bbb,2013b,467835,f,london region,lower than a level,40-50%,0-35,0,60,n,withdrawn,-22,27,240,0,0.0,0.0,58,4
bbb,2013b,468021,f,east midlands region,a level or equivalent,50-60%,0-35,2,120,n,fail,-128,240,240,4,60.75,13.31,312,20
bbb,2013b,468792,f,wales,he qualification,20-30%,0-35,0,120,n,withdrawn,-29,60,240,3,85.33333333333333,17.77,251,13
bbb,2013b,468949,f,south east region,lower than a level,40-50%,0-35,0,60,y,pass,-30,240,240,10,79.3,55.05,605,54
bbb,2013b,469683,f,scotland,a level or equivalent,0-10%,35-55,2,180,n,pass,-22,240,240,11,66.18181818181819,56.54,288,51
bbb,2013b,470318,f,west midlands region,he qualification,40-50%,0-35,0,120,n,pass,-22,240,240,11,87.36363636363636,84.38,800,75
bbb,2013b,470653,f,north western region,lower than a level,10-20%,35-55,0,60,n,fail,-28,240,240,10,84.1,62.39,514,33
bbb,2013b,471219,f,north western region,he qualification,50-60%,35-55,1,120,n,fail,-15,240,240,3,68.0,10.1,688,24
bbb,2013b,471525,f,east anglian region,lower than a level,50-60%,35-55,1,60,n,pass,-52,240,240,11,81.36363636363636,76.03,696,75
bbb,2013b,472182,f,south east region,a level or equivalent,20-30%,0-35,0,120,y,withdrawn,-169,116,240,3,74.0,17.39,501,17
bbb,2013b,472348,f,london region,no formal quals,10-20%,0-35,1,120,n,withdrawn,-23,96,240,2,38.0,8.74,122,14
bbb,2013b,472586,f,east anglian region,he qualification,80-90%,0-35,0,120,n,pass,-53,240,240,9,73.77777777777777,56.52,324,26
bbb,2013b,473095,f,east midlands region,a level or equivalent,40-50%,0-35,1,120,n,fail,-16,240,240,6,88.5,22.14,398,31
bbb,2013b,473328,f,south east region,lower than a level,40-50%,0-35,0,180,n,pass,-46,240,240,9,85.33333333333333,48.99,543,47
bbb,2013b,475078,f,ireland,lower than a level,60-70%,35-55,1,120,n,withdrawn,-92,226,240,0,0.0,0.0,0,0
bbb,2013b,475095,m,south west region,a level or equivalent,20-30%,0-35,0,60,n,pass,-25,240,240,8,77.375,78.67,530,49
bbb,2013b,475460,f,east anglian region,a level or equivalent,20-30%,0-35,0,60,n,fail,-61,240,240,7,59.285714285714285,56.83,193,18
bbb,2013b,475688,m,north western region,a level or equivalent,70-80%,0-35,0,120,y,pass,-96,240,240,11,71.0,66.21,1417,79
bbb,2013b,475901,f,north region,lower than a level,40-50%,0-35,0,90,n,fail,-46,240,240,0,0.0,0.0,34,8
bbb,2013b,476037,f,south region,lower than a level,90-100%,35-55,0,60,n,withdrawn,-74,212,240,6,72.16666666666667,30.9,829,38
bbb,2013b,476201,m,yorkshire region,he qualification,10-20%,0-35,0,60,n,distinction,-36,240,240,11,87.72727272727273,82.61,1301,100
bbb,2013b,476297,f,scotland,a level or equivalent,40-50%,35-55,1,120,n,withdrawn,-23,209,240,11,74.0909090909091,71.16,371,33
bbb,2013b,476369,f,west midlands region,he qualification,10-20%,0-35,0,60,n,pass,-113,240,240,11,91.1818181818182,90.64,444,48
bbb,2013b,476457,f,north region,lower than a level,20-30%,0-35,1,120,n,withdrawn,-127,47,240,1,68.0,3.4,111,6
bbb,2013b,476596,f,yorkshire region,lower than a level,70-80%,35-55,0,60,n,pass,-30,240,240,10,80.7,57.57,3323,74
bbb,2013b,476709,f,south east region,he qualification,80-90%,0-35,0,120,n,pass,-42,240,240,11,82.45454545454545,84.86,1009,55
bbb,2013b,476710,f,yorkshire region,lower than a level,10-20%,0-35,1,120,y,pass,-142,240,240,11,83.27272727272727,70.78,879,76
bbb,2013b,476783,f,south region,a level or equivalent,70-80%,0-35,0,90,n,distinction,-58,240,240,11,90.36363636363636,87.17999999999999,2518,189
bbb,2013b,476816,f,london region,a level or equivalent,10-20%,0-35,1,150,n,withdrawn,-16,18,240,0,0.0,0.0,45,7
bbb,2013b,476855,f,south region,lower than a level,40-50%,0-35,1,180,n,withdrawn,-74,38,240,0,0.0,0.0,68,4
bbb,2013b,476859,f,yorkshire region,a level or equivalent,0-10%,0-35,1,120,n,fail,-36,240,240,0,0.0,0.0,11,2
bbb,2013b,477009,f,wales,a level or equivalent,80-90%,35-55,0,60,n,fail,-18,240,240,11,62.81818181818182,47.41,164,26
bbb,2013b,477011,f,london region,a level or equivalent,20-30%,0-35,0,60,n,pass,-127,240,240,11,75.0,71.66,5215,207
bbb,2013b,477164,m,south west region,a level or equivalent,30-40%,0-35,0,60,n,pass,-100,240,240,10,71.0,51.35,140,12
bbb,2013b,477167,f,scotland,he qualification,80-90%,35-55,0,120,n,distinction,-67,240,240,11,91.0909090909091,87.03999999999999,1750,141
bbb,2013b,477734,f,east anglian region,no formal quals,40-50%,0-35,0,120,n,pass,-94,240,240,11,75.27272727272727,66.96,672,70
bbb,2013b,477835,f,south west region,a level or equivalent,10-20%,0-35,0,60,n,withdrawn,-30,164,240,7,69.42857142857143,38.49,129,13
bbb,2013b,478317,f,scotland,lower than a level,0-10%,0-35,1,120,n,withdrawn,-107,223,240,10,75.11111111111111,34.77,3637,160
bbb,2013b,478444,f,south region,lower than a level,90-100%,35-55,1,180,n,distinction,-16,240,240,11,85.36363636363636,74.53,186,16
bbb,2013b,478718,f,east anglian region,lower than a level,30-40%,0-35,0,60,n,withdrawn,-157,172,240,0,0.0,0.0,59,5
bbb,2013b,478792,f,north western region,lower than a level,0-10%,0-35,0,120,n,fail,-23,240,240,10,60.8,49.47,735,68
bbb,2013b,478873,f,north western region,lower than a level,20-30%,0-35,0,60,n,fail,-10,240,240,3,67.66666666666667,12.0,214,11
bbb,2013b,479060,f,east anglian region,a level or equivalent,70-80%,0-35,0,60,n,distinction,-24,240,240,11,95.27272727272728,91.29,8921,239
bbb,2013b,479171,f,south east region,lower than a level,60-70%,0-35,0,60,n,pass,-76,240,240,10,89.9,66.68,1622,102
bbb,2013b,479267,f,south region,lower than a level,30-40%,0-35,1,120,y,withdrawn,-16,27,240,0,0.0,0.0,0,0
bbb,2013b,479343,f,yorkshire region,a level or equivalent,60-70%,0-35,1,120,n,pass,-53,240,240,10,83.3,64.35,1124,75
bbb,2013b,479516,f,scotland,he qualification,60-70%,0-35,0,60,n,pass,-85,240,240,8,77.0,42.55,477,79
bbb,2013b,479519,f,west midlands region,no formal quals,0-10%,0-35,1,120,n,fail,-74,240,240,10,75.0,57.25,4624,220
bbb,2013b,480151,f,yorkshire region,lower than a level,20-30%,0-35,0,60,n,withdrawn,-27,10,240,0,0.0,0.0,18,2
bbb,2013b,480382,m,south east region,a level or equivalent,50-60%,35-55,0,120,n,pass,-24,240,240,10,75.2,51.2,379,48
bbb,2013b,480458,m,wales,he qualification,50-60%,0-35,0,180,n,fail,-16,240,240,9,72.33333333333333,34.45,504,57
bbb,2013b,480507,f,scotland,lower than a level,60-70%,35-55,0,60,n,pass,-21,240,240,11,89.9090909090909,83.00999999999999,832,68
bbb,2013b,480554,f,west midlands region,lower than a level,0-10%,0-35,0,60,n,pass,-88,240,240,10,88.0,69.14999999999999,854,75
bbb,2013b,480650,f,north region,a level or equivalent,10-20%,0-35,0,60,n,distinction,-61,240,240,11,96.45454545454544,94.54,6072,118
bbb,2013b,480815,f,east midlands region,a level or equivalent,10-20%,0-35,0,120,n,pass,-155,240,240,10,85.3,61.13,2147,167
bbb,2013b,481010,f,south region,a level or equivalent,50-60%,0-35,0,60,n,distinction,-65,240,240,11,90.8181818181818,86.13,1129,61
bbb,2013b,481143,f,north western region,lower than a level,40-50%,0-35,0,60,n,fail,-67,240,240,8,61.375,36.12,142,16
bbb,2013b,481580,f,east anglian region,a level or equivalent,30-40%,0-35,0,60,n,distinction,-72,240,240,11,81.36363636363636,83.35,1752,129
bbb,2013b,481607,f,north western region,lower than a level,0-10%,35-55,0,120,n,distinction,-30,240,240,11,90.36363636363636,82.87,1871,72
bbb,2013b,482467,f,west midlands region,lower than a level,30-40%,0-35,0,60,n,pass,-88,240,240,11,83.63636363636364,78.3,221,26
bbb,2013b,482710,m,west midlands region,a level or equivalent,70-80%,35-55,0,60,n,pass,-25,240,240,10,89.0,81.93,853,65
bbb,2013b,482766,f,south region,he qualification,50-60%,35-55,0,120,n,pass,-15,240,240,11,71.27272727272727,64.02,295,27
bbb,2013b,482945,m,wales,lower than a level,10-20%,35-55,0,60,y,withdrawn,-15,188,240,4,63.25,21.0,315,14
bbb,2013b,483064,f,north region,a level or equivalent,40-50%,0-35,0,60,n,pass,-55,240,240,11,83.81818181818181,81.8,2074,126
bbb,2013b,483074,f,east anglian region,lower than a level,30-40%,0-35,0,120,n,distinction,-23,240,240,11,80.18181818181819,86.89999999999999,1186,89
bbb,2013b,483109,f,london region,he qualification,50-60%,0-35,0,60,n,pass,-15,240,240,10,78.0,57.15,944,64
bbb,2013b,483243,f,north western region,lower than a level,20-30%,35-55,0,135,y,pass,-16,240,240,10,86.5,64.74,1326,163
bbb,2013b,483309,m,south region,a level or equivalent,70-80%,35-55,0,60,n,withdrawn,-28,38,240,0,0.0,0.0,13,4
bbb,2013b,483371,f,scotland,he qualification,60-70%,35-55,0,120,n,withdrawn,-94,188,240,9,81.11111111111111,56.79,1051,100
bbb,2013b,483411,f,east midlands region,lower than a level,10-20%,0-35,1,120,n,fail,-23,240,240,6,73.5,27.79,481,27
bbb,2013b,483479,f,london region,a level or equivalent,20-30%,0-35,0,180,n,fail,-53,240,240,1,84.0,4.2,274,22
bbb,2013b,483952,f,east anglian region,lower than a level,50-60%,0-35,0,120,n,fail,-170,240,240,11,71.18181818181819,55.72,602,93
bbb,2013b,484039,f,yorkshire region,a level or equivalent,30-40%,0-35,0,180,n,fail,-53,240,240,7,50.5,14.84,355,19
bbb,2013b,484135,f,london region,he qualification,70-80%,0-35,0,60,n,withdrawn,-93,44,240,1,73.0,3.65,47,5
bbb,2013b,484161,f,south west region,lower than a level,70-80%,35-55,0,120,n,fail,-142,240,240,0,0.0,0.0,32,1
bbb,2013b,484768,f,london region,no formal quals,10-20%,0-35,1,240,n,pass,-122,240,240,9,67.33333333333333,43.48,428,52
bbb,2013b,484885,f,north region,lower than a level,50-60%,35-55,1,180,n,fail,-34,240,240,8,82.0,59.67,1352,116
bbb,2013b,484933,f,yorkshire region,a level or equivalent,20-30%,35-55,0,60,n,pass,-30,240,240,11,93.36363636363636,95.22,624,67
bbb,2013b,485352,f,east anglian region,a level or equivalent,50-60%,0-35,0,240,n,withdrawn,-135,-16,240,0,0.0,0.0,0,0
bbb,2013b,485399,f,south region,lower than a level,70-80%,0-35,1,180,n,pass,-106,240,240,11,74.45454545454545,63.13,245,14
bbb,2013b,485568,f,south west region,lower than a level,30-40%,0-35,0,180,n,fail,-114,240,240,0,0.0,0.0,171,11
bbb,2013b,485630,f,east anglian region,a level or equivalent,30-40%,0-35,1,120,n,pass,-68,240,240,11,83.0909090909091,71.46,770,49
bbb,2013b,485782,f,east midlands region,lower than a level,20-30%,0-35,1,180,n,fail,-21,240,240,0,0.0,0.0,1,1
bbb,2013b,486099,f,south region,a level or equivalent,60-70%,0-35,1,180,n,pass,-132,240,240,10,88.4,66.47,1028,69
bbb,2013b,486214,f,london region,lower than a level,30-40%,35-55,1,120,n,withdrawn,-130,27,240,0,0.0,0.0,0,0
bbb,2013b,486282,f,south west region,lower than a level,40-50%,0-35,1,120,y,fail,-64,240,240,3,70.33333333333333,12.27,264,15
bbb,2013b,486391,f,wales,lower than a level,60-70%,0-35,1,120,n,pass,-106,240,240,11,89.54545454545455,85.42999999999999,1246,85
bbb,2013b,486521,f,south west region,lower than a level,60-70%,0-35,1,120,n,fail,-25,240,240,11,71.36363636363636,60.54,373,16
bbb,2013b,486650,f,east midlands region,he qualification,70-80%,0-35,0,120,n,withdrawn,-169,108,240,0,0.0,0.0,24,2
bbb,2013b,486656,f,yorkshire region,a level or equivalent,50-60%,35-55,1,120,n,distinction,-55,240,240,11,87.72727272727273,81.7,757,54
bbb,2013b,487329,f,yorkshire region,a level or equivalent,0-10%,0-35,1,180,n,fail,-79,240,240,10,82.3,81.5,246,26
bbb,2013b,487646,f,east anglian region,lower than a level,70-80%,0-35,1,120,n,fail,-161,240,240,11,65.0909090909091,48.38,423,56
bbb,2013b,488185,f,north western region,lower than a level,0-10%,0-35,0,120,n,fail,-93,240,240,1,72.0,3.6,95,9
bbb,2013b,488364,f,scotland,he qualification,30-40%,35-55,0,60,n,fail,-12,240,240,0,0.0,0.0,741,14
bbb,2013b,488425,m,south east region,lower than a level,10-20%,35-55,0,60,n,fail,-123,240,240,6,89.66666666666667,35.7,3290,127
bbb,2013b,488477,f,scotland,a level or equivalent,40-50%,0-35,0,60,n,withdrawn,-53,89,240,3,72.66666666666667,14.18,243,14
bbb,2013b,488863,f,south east region,a level or equivalent,90-100%,0-35,0,60,n,pass,-127,240,240,11,83.45454545454545,74.02,465,41
bbb,2013b,488929,f,south east region,lower than a level,20-30%,0-35,0,60,y,withdrawn,-61,27,240,0,0.0,0.0,0,0
bbb,2013b,489251,f,south region,lower than a level,90-100%,0-35,0,60,n,pass,-94,240,240,11,82.0,69.17,1255,54
bbb,2013b,490110,f,west midlands region,a level or equivalent,10-20%,0-35,0,60,n,withdrawn,-51,27,240,0,0.0,0.0,6,1
bbb,2013b,490152,f,london region,a level or equivalent,40-50%,0-35,0,180,n,fail,-73,240,240,3,67.0,15.84,1095,29
bbb,2013b,490514,f,south region,lower than a level,40-50%,0-35,0,60,n,pass,-86,240,240,10,81.3,61.79,381,35
bbb,2013b,490733,f,london region,lower than a level,30-40%,0-35,0,60,n,withdrawn,-44,27,240,0,0.0,0.0,0,0
bbb,2013b,492182,f,south region,a level or equivalent,90-100%,0-35,0,120,n,pass,-53,240,240,11,84.18181818181819,74.03,468,52
bbb,2013b,492240,f,south region,a level or equivalent,90-100%,0-35,1,120,n,pass,-36,240,240,10,84.8,63.0,1566,80
bbb,2013b,492336,m,east anglian region,lower than a level,20-30%,0-35,0,120,n,withdrawn,-96,27,240,0,0.0,0.0,0,0
bbb,2013b,492590,f,north western region,lower than a level,30-40%,0-35,0,60,n,fail,-80,240,240,5,81.0,35.95,385,29
bbb,2013b,492946,f,london region,a level or equivalent,20-30%,0-35,1,120,n,fail,-127,240,240,11,79.36363636363636,76.64,437,41
bbb,2013b,493186,f,wales,lower than a level,0-10%,0-35,1,120,n,pass,-116,240,240,10,67.5,53.3,702,81
bbb,2013b,493377,f,east anglian region,a level or equivalent,90-100%,0-35,0,60,y,withdrawn,-27,82,240,3,78.66666666666667,15.99,131,8
bbb,2013b,493451,f,west midlands region,a level or equivalent,50-60%,0-35,0,60,n,fail,-28,240,240,4,71.5,17.669999999999998,277,16
bbb,2013b,493515,f,south west region,lower than a level,30-40%,0-35,0,135,y,fail,-25,240,240,9,78.33333333333333,50.99,695,54
bbb,2013b,493773,m,london region,a level or equivalent,30-40%,0-35,0,120,n,fail,-15,240,240,11,84.72727272727273,79.03,121,16
bbb,2013b,493912,f,north western region,lower than a level,0-10%,35-55,0,60,n,pass,-27,240,240,11,75.81818181818181,74.32000000000001,925,35
bbb,2013b,493958,f,south east region,a level or equivalent,80-90%,0-35,0,135,n,pass,-24,240,240,11,75.18181818181819,66.91,147,14
bbb,2013b,494095,f,north western region,lower than a level,20-30%,0-35,0,60,n,pass,-65,240,240,11,84.63636363636364,73.74,328,32
bbb,2013b,494278,f,north western region,lower than a level,70-80%,35-55,0,60,n,pass,-16,240,240,11,94.63636363636364,90.55,955,60
bbb,2013b,494304,f,south east region,lower than a level,0-10%,0-35,1,210,n,fail,-22,240,240,0,0.0,0.0,0,0
bbb,2013b,494673,f,east midlands region,lower than a level,50-60%,0-35,0,60,n,fail,-42,240,240,0,0.0,0.0,20,2
bbb,2013b,494786,f,london region,a level or equivalent,10-20%,0-35,0,60,n,distinction,-102,240,240,11,93.36363636363636,89.59,471,54
bbb,2013b,494838,f,london region,a level or equivalent,30-40%,35-55,1,180,n,fail,-126,240,240,1,77.0,3.85,87,4
bbb,2013b,494840,f,london region,a level or equivalent,50-60%,35-55,1,240,n,withdrawn,-83,54,240,1,77.0,3.85,329,6
bbb,2013b,494927,f,scotland,he qualification,20-30%,0-35,1,120,n,withdrawn,-77,95,240,4,86.25,20.58,622,45
bbb,2013b,495324,f,east anglian region,a level or equivalent,10-20%,35-55,1,135,n,withdrawn,-64,40,240,0,0.0,0.0,45,1
bbb,2013b,495377,f,east anglian region,a level or equivalent,60-70%,35-55,0,120,n,withdrawn,-100,-30,240,0,0.0,0.0,0,0
bbb,2013b,495674,f,wales,lower than a level,0-10%,35-55,1,120,y,fail,-25,240,240,1,43.0,2.15,38,6
bbb,2013b,495856,m,south region,a level or equivalent,50-60%,35-55,0,60,n,distinction,-12,240,240,11,92.72727272727272,87.42,393,35
bbb,2013b,495875,f,yorkshire region,lower than a level,80-90%,0-35,0,60,n,withdrawn,-23,46,240,0,0.0,0.0,0,0
bbb,2013b,495913,f,wales,a level or equivalent,30-40%,0-35,1,120,n,withdrawn,-22,39,240,0,0.0,0.0,0,0
bbb,2013b,496041,f,west midlands region,lower than a level,60-70%,0-35,1,120,n,pass,-23,240,240,11,77.72727272727273,82.69,396,37
bbb,2013b,496070,f,london region,a level or equivalent,50-60%,0-35,0,60,n,pass,-59,240,240,11,67.27272727272727,63.55,555,43
bbb,2013b,496220,f,south east region,lower than a level,30-40%,35-55,0,60,y,pass,-15,240,240,10,75.3,63.27,432,58
bbb,2013b,496243,f,scotland,a level or equivalent,40-50%,0-35,1,180,n,fail,-23,240,240,5,76.2,29.27,504,41
bbb,2013b,496674,f,east midlands region,a level or equivalent,60-70%,0-35,1,180,n,fail,-29,240,240,2,41.0,2.5,89,13
bbb,2013b,497088,f,south region,a level or equivalent,50-60%,35-55,0,60,n,pass,-101,240,240,7,84.57142857142857,41.96,316,10
bbb,2013b,497278,f,east midlands region,a level or equivalent,50-60%,0-35,0,60,y,withdrawn,-16,48,240,1,65.0,3.25,235,15
bbb,2013b,497280,f,west midlands region,lower than a level,0-10%,0-35,0,60,n,pass,-28,240,240,9,73.11111111111111,58.47,172,21
bbb,2013b,497468,f,yorkshire region,a level or equivalent,0-10%,0-35,0,90,n,pass,-25,240,240,11,68.63636363636364,62.46,206,25
bbb,2013b,497607,f,north region,lower than a level,0-10%,0-35,1,120,n,fail,-23,240,240,0,0.0,0.0,53,3
bbb,2013b,497793,f,north region,lower than a level,20-30%,0-35,0,150,n,pass,-128,240,240,10,82.3,64.37,3459,175
bbb,2013b,498065,f,west midlands region,he qualification,0-10%,35-55,0,60,n,pass,-51,240,240,11,87.63636363636364,81.65,4028,186
bbb,2013b,498131,f,east anglian region,lower than a level,70-80%,0-35,0,60,n,pass,-59,240,240,11,88.9090909090909,82.85000000000001,2172,76
bbb,2013b,498175,f,south west region,lower than a level,60-70%,0-35,1,120,n,pass,-29,240,240,8,72.625,67.63,498,59
bbb,2013b,498296,f,east anglian region,a level or equivalent,40-50%,0-35,0,60,y,pass,-52,240,240,10,66.6,49.190000000000005,1537,98
bbb,2013b,498371,f,north western region,a level or equivalent,60-70%,35-55,0,60,n,withdrawn,-171,118,240,1,50.0,2.5,95,8
bbb,2013b,498455,f,wales,lower than a level,10-20%,0-35,0,60,n,fail,-21,240,240,8,47.625,34.88,334,31
bbb,2013b,498967,f,east midlands region,lower than a level,0-10%,0-35,0,60,n,pass,-109,240,240,9,75.77777777777777,57.42,255,23
bbb,2013b,499027,f,west midlands region,lower than a level,70-80%,0-35,0,60,n,pass,-42,240,240,11,82.36363636363636,69.63,421,40
bbb,2013b,499067,f,south east region,lower than a level,30-40%,35-55,0,60,y,fail,-80,240,240,7,68.28571428571429,32.59,363,29
bbb,2013b,499118,f,wales,a level or equivalent,80-90%,35-55,1,120,n,pass,-23,240,240,11,84.0,74.97,628,70
bbb,2013b,499380,f,yorkshire region,a level or equivalent,20-30%,35-55,0,60,n,distinction,-64,240,240,11,94.9090909090909,91.87,2494,148
bbb,2013b,499387,f,south west region,a level or equivalent,0-10%,0-35,0,60,n,pass,-93,240,240,11,71.0,57.72,623,48
bbb,2013b,499483,f,north region,a level or equivalent,10-20%,0-35,0,60,n,pass,-10,240,240,9,81.33333333333333,52.56,756,60
bbb,2013b,499511,f,south west region,a level or equivalent,30-40%,35-55,1,120,n,distinction,-30,240,240,11,86.36363636363636,81.36,519,50
bbb,2013b,499891,f,north region,lower than a level,30-40%,35-55,0,60,n,pass,-18,240,240,11,73.63636363636364,58.5,1567,57
bbb,2013b,499931,f,north western region,a level or equivalent,30-40%,0-35,1,240,n,fail,-116,240,240,0,0.0,0.0,77,6
bbb,2013b,500507,f,london region,a level or equivalent,60-70%,0-35,0,60,n,withdrawn,-61,208,240,8,79.25,47.35,947,65
bbb,2013b,500585,f,yorkshire region,a level or equivalent,0-10%,0-35,1,240,y,withdrawn,-102,163,240,6,51.333333333333336,20.83,426,45
bbb,2013b,500659,f,north western region,a level or equivalent,0-10%,0-35,0,120,y,withdrawn,-74,110,240,5,62.2,27.11,2376,68
bbb,2013b,500719,m,north region,lower than a level,0-10%,0-35,0,60,n,withdrawn,-106,74,240,3,77.0,17.58,1107,61
bbb,2013b,500791,f,east anglian region,lower than a level,60-70%,0-35,0,60,n,pass,-89,240,240,11,80.72727272727273,76.07,775,73
bbb,2013b,500815,f,ireland,a level or equivalent,20-30%,0-35,0,60,n,pass,-208,240,240,11,82.72727272727273,82.52,6229,226
bbb,2013b,500819,f,south east region,lower than a level,60-70%,0-35,0,60,n,pass,-85,240,240,10,90.5,70.77,560,67
bbb,2013b,500836,m,west midlands region,a level or equivalent,40-50%,0-35,1,240,y,fail,-102,240,240,8,77.625,39.53,260,35
bbb,2013b,500958,m,north region,lower than a level,20-30%,0-35,1,180,n,pass,-55,240,240,11,89.9090909090909,84.05,1532,115
bbb,2013b,501008,f,yorkshire region,a level or equivalent,30-40%,0-35,1,180,n,withdrawn,-46,187,240,0,0.0,0.0,105,9
bbb,2013b,501432,f,south region,a level or equivalent,40-50%,0-35,0,60,n,distinction,-122,240,240,11,92.0909090909091,87.85,11514,229
bbb,2013b,501550,f,west midlands region,a level or equivalent,70-80%,0-35,1,120,n,pass,-44,240,240,11,81.36363636363636,72.37,1934,135
bbb,2013b,501879,f,east anglian region,a level or equivalent,60-70%,35-55,1,180,n,pass,-96,240,240,11,90.45454545454544,84.35,1316,94
bbb,2013b,501955,m,south west region,lower than a level,70-80%,35-55,1,120,y,fail,-119,240,240,11,66.81818181818181,60.42,688,52
bbb,2013b,502088,f,south west region,a level or equivalent,40-50%,0-35,0,120,y,fail,-162,240,240,4,78.5,18.27,93,8
bbb,2013b,502131,f,scotland,lower than a level,60-70%,0-35,1,120,n,withdrawn,-162,48,240,1,77.0,3.85,320,17
bbb,2013b,502279,f,west midlands region,he qualification,60-70%,0-35,1,180,n,withdrawn,-164,-96,240,0,0.0,0.0,0,0
bbb,2013b,502441,f,south west region,a level or equivalent,80-90%,35-55,0,60,n,distinction,-58,240,240,11,91.54545454545456,87.81,416,69
bbb,2013b,502604,f,west midlands region,he qualification,10-20%,0-35,0,90,n,pass,-73,240,240,11,72.36363636363636,56.63,328,44
bbb,2013b,502694,f,north region,a level or equivalent,80-90%,35-55,0,60,n,distinction,-24,240,240,11,88.63636363636364,81.53,2352,101
bbb,2013b,502713,f,wales,no formal quals,30-40%,0-35,0,60,n,fail,-50,240,240,6,70.16666666666667,42.23,200,25
bbb,2013b,502717,f,wales,lower than a level,80-90%,0-35,1,240,n,pass,-21,240,240,9,82.5,45.49,1941,108
bbb,2013b,502872,f,north western region,a level or equivalent,20-30%,0-35,0,180,n,fail,-23,240,240,3,87.66666666666667,19.81,75,8
bbb,2013b,503353,f,north western region,a level or equivalent,30-40%,0-35,0,210,n,withdrawn,-23,46,240,1,75.0,3.75,125,15
